5.1265	4.60d-02	3.68d-01
5.1265	4.60d-02	3.68d-01
5.1265	4.60d-02	3.68d-01
5.1265	4.60d-02	3.68d-01
5.1265	4.60d-02	3.68d-01
5.1265	4.60d-02	3.68d-01
5.1568	5.64d-02	4.51d-01
5.1568	5.64d-02	4.51d-01
5.1568	5.64d-02	4.51d-01
5.1568	5.64d-02	4.51d-01
5.1568	5.64d-02	4.51d-01
5.1568	5.64d-02	4.51d-01
5.187	7.36d-02	5.89d-01
5.187	7.36d-02	5.89d-01
5.187	7.36d-02	5.89d-01
5.187	7.36d-02	5.89d-01
5.187	7.36d-02	5.89d-01
5.187	7.36d-02	5.89d-01
5.2172	7.24d-02	5.79d-01
5.2172	7.24d-02	5.79d-01
5.2172	7.24d-02	5.79d-01
5.2172	7.24d-02	5.79d-01
5.2172	7.24d-02	5.79d-01
5.2172	7.24d-02	5.79d-01
5.2475	7.09d-02	5.67d-01
5.2475	7.09d-02	5.67d-01
5.2475	7.09d-02	5.67d-01
5.2475	7.09d-02	5.67d-01
5.2475	7.09d-02	5.67d-01
5.2475	7.09d-02	5.67d-01
5.2777	7.24d-02	5.79d-01
5.2777	7.24d-02	5.79d-01
5.2777	7.24d-02	5.79d-01
5.2777	7.24d-02	5.79d-01
5.2777	7.24d-02	5.79d-01
5.2777	7.24d-02	5.79d-01
5.308	7.34d-02	5.87d-01
5.308	7.34d-02	5.87d-01
5.308	7.34d-02	5.87d-01
5.308	7.34d-02	5.87d-01
5.308	7.34d-02	5.87d-01
5.308	7.34d-02	5.87d-01
5.3382	7.37d-02	5.90d-01
5.3382	7.37d-02	5.90d-01
5.3382	7.37d-02	5.90d-01
5.3382	7.37d-02	5.90d-01
5.3382	7.37d-02	5.90d-01
5.3382	7.37d-02	5.90d-01
5.3685	7.51d-02	6.01d-01
5.3685	7.51d-02	6.01d-01
5.3685	7.51d-02	6.01d-01
5.3685	7.51d-02	6.01d-01
5.3685	7.51d-02	6.01d-01
5.3685	7.51d-02	6.01d-01
5.3987	7.37d-02	5.90d-01
5.3987	7.37d-02	5.90d-01
5.3987	7.37d-02	5.90d-01
5.3987	7.37d-02	5.90d-01
5.3987	7.37d-02	5.90d-01
5.3987	7.37d-02	5.90d-01
5.4289	7.31d-02	5.85d-01
5.4289	7.31d-02	5.85d-01
5.4289	7.31d-02	5.85d-01
5.4289	7.31d-02	5.85d-01
5.4289	7.31d-02	5.85d-01
5.4289	7.31d-02	5.85d-01
5.4592	6.99d-02	5.59d-01
5.4592	6.99d-02	5.59d-01
5.4592	6.99d-02	5.59d-01
5.4592	6.99d-02	5.59d-01
5.4592	6.99d-02	5.59d-01
5.4592	6.99d-02	5.59d-01
5.4894	7.08d-02	5.66d-01
5.4894	7.08d-02	5.66d-01
5.4894	7.08d-02	5.66d-01
5.4894	7.08d-02	5.66d-01
5.4894	7.08d-02	5.66d-01
5.4894	7.08d-02	5.66d-01
5.5197	6.98d-02	5.58d-01
5.5197	6.98d-02	5.58d-01
5.5197	6.98d-02	5.58d-01
5.5197	6.98d-02	5.58d-01
5.5197	6.98d-02	5.58d-01
5.5197	6.98d-02	5.58d-01
5.5499	7.06d-02	5.65d-01
5.5499	7.06d-02	5.65d-01
5.5499	7.06d-02	5.65d-01
5.5499	7.06d-02	5.65d-01
5.5499	7.06d-02	5.65d-01
5.5499	7.06d-02	5.65d-01
5.5802	7.03d-02	5.62d-01
5.5802	7.03d-02	5.62d-01
5.5802	7.03d-02	5.62d-01
5.5802	7.03d-02	5.62d-01
5.5802	7.03d-02	5.62d-01
5.5802	7.03d-02	5.62d-01
5.6104	7.16d-02	5.73d-01
5.6104	7.16d-02	5.73d-01
5.6104	7.16d-02	5.73d-01
5.6104	7.16d-02	5.73d-01
5.6104	7.16d-02	5.73d-01
5.6104	7.16d-02	5.73d-01
5.6406	7.17d-02	5.74d-01
5.6406	7.17d-02	5.74d-01
5.6406	7.17d-02	5.74d-01
5.6406	7.17d-02	5.74d-01
5.6406	7.17d-02	5.74d-01
5.6406	7.17d-02	5.74d-01
5.6709	7.23d-02	5.79d-01
5.6709	7.23d-02	5.79d-01
5.6709	7.23d-02	5.79d-01
5.6709	7.23d-02	5.79d-01
5.6709	7.23d-02	5.79d-01
5.6709	7.23d-02	5.79d-01
5.7011	7.16d-02	5.73d-01
5.7011	7.16d-02	5.73d-01
5.7011	7.16d-02	5.73d-01
5.7011	7.16d-02	5.73d-01
5.7011	7.16d-02	5.73d-01
5.7011	7.16d-02	5.73d-01
5.7314	7.17d-02	5.74d-01
5.7314	7.17d-02	5.74d-01
5.7314	7.17d-02	5.74d-01
5.7314	7.17d-02	5.74d-01
5.7314	7.17d-02	5.74d-01
5.7314	7.17d-02	5.74d-01
5.7616	7.14d-02	5.71d-01
5.7616	7.14d-02	5.71d-01
5.7616	7.14d-02	5.71d-01
5.7616	7.14d-02	5.71d-01
5.7616	7.14d-02	5.71d-01
5.7616	7.14d-02	5.71d-01
5.7918	7.20d-02	5.76d-01
5.7918	7.20d-02	5.76d-01
5.7918	7.20d-02	5.76d-01
5.7918	7.20d-02	5.76d-01
5.7918	7.20d-02	5.76d-01
5.7918	7.20d-02	5.76d-01
5.8221	7.20d-02	5.76d-01
5.8221	7.20d-02	5.76d-01
5.8221	7.20d-02	5.76d-01
5.8221	7.20d-02	5.76d-01
5.8221	7.20d-02	5.76d-01
5.8221	7.20d-02	5.76d-01
5.8523	7.21d-02	5.77d-01
5.8523	7.21d-02	5.77d-01
5.8523	7.21d-02	5.77d-01
5.8523	7.21d-02	5.77d-01
5.8523	7.21d-02	5.77d-01
5.8523	7.21d-02	5.77d-01
